"","age","Mspline_tlcoSI_Male","Mspline_tlcoSI_Female","Mspline_kcoSI_Male","Mspline_kcoSI_Female","Mspline_vaSI_Male","Mspline_vaSI_Female","Mspline_tlcoTr_Male","Mspline_tlcoTr_Female","Mspline_kcoTr_Male","Mspline_kcoTr_Female"
"86",26.25,0.126000264609166,0.0666608150488122,0.0636406167352748,0.015445286012072,0.060865190259781,0.0569809092885194,0.12600026317102,0.0666608158173601,0.0636406007791535,0.0154452862469574
"87",26.5,0.125682144898335,0.0667809579651824,0.0633197626836397,0.0153732027803257,0.0609805460392696,0.057107938758838,0.125682143504713,0.0667809587248644,0.0633197468124163,0.0153732030105047
"88",26.75,0.125302031661942,0.0668696864912652,0.0629721442723303,0.0152925786008415,0.0610604417860579,0.0572165127897488,0.125302030312842,0.0668696872423125,0.0629721284846698,0.0152925788261742
"89",27,0.124862605125255,0.066927850655448,0.0625992165813707,0.0152037875629416,0.0611059375862162,0.0573070707741703,0.124862603820548,0.0669278513980931,0.0625992008759191,0.0152037877832578
"90",27.25,0.124366416623445,0.0669562721871424,0.0622023751988858,0.0151071878745888,0.0611180313442272,0.0573800400272351,0.124366415362874,0.0669562729216082,0.0622023595742607,0.0151071880896874
"91",27.5,0.123815908635159,0.066955746719656,0.0617829557465042,0.0150031299489499,0.061097680342078,0.057435813426661,0.123815907418346,0.0669557474461602,0.0617829402012995,0.0150031301586004
"92",27.75,0.123213558298017,0.0669270501633612,0.0613422026638468,0.0148919942698522,0.0610459900951899,0.0574746343615971,0.123213557124503,0.0669270508821187,0.0613421871966748,0.0148919944738033
"93",28,0.122561761158538,0.0668709369985745,0.0608813016615368,0.0147741726124191,0.0609640525284529,0.0574966575798239,0.122561760027786,0.0668709377097896,0.0608812862710351,0.0147741728103954
"94",28.25,0.121862839148768,0.0667881373737993,0.060401381476654,0.0146500411643897,0.060852952162131,0.0575020350697084,0.121862838060181,0.0667881380776656,0.0604013661614933,0.0146500413560977
"95",28.5,0.121119088840144,0.0666793577203144,0.0599035055451678,0.0145199587538238,0.0607138269292928,0.0574909237966299,0.121119087793076,0.0666793584170202,0.0599034903040705,0.0145199589389504
"96",28.75,0.120332682429146,0.066545281843287,0.0593886995828181,0.0143842687068854,0.060547730427654,0.0574634820668276,0.120332681422901,0.0665452825330117,0.0593886844145493,0.0143842688850988
"97",29,0.119505705930562,0.0663865718995424,0.0588579453596094,0.0142433001707363,0.0603556796177234,0.0574198674570638,0.119505704964402,0.0663865725824602,0.0588579302629726,0.0142433003416924
"98",29.25,0.118640161088244,0.0662038691903568,0.0583121832196407,0.0140973684405941,0.0601386536792763,0.0573602376664226,0.118640160161382,0.0662038698666336,0.0583121681934822,0.014097368603931
"99",29.5,0.117737967703899,0.0659977949366688,0.0577523142784035,0.013946775417387,0.0598975938785085,0.0572847508489822,0.11773796681551,0.0659977956064637,0.0577522993216042,0.0139467755727267
"100",29.75,0.116800968817641,0.0657689510666213,0.0571792018884123,0.0137918102970502,0.0596334070274338,0.0571935652606648,0.116800967966861,0.065768951730087,0.0571791869998903,0.0137918104440047
"101",30,0.115830933853749,0.0655179209796808,0.0565936736217938,0.0136327502158471,0.0593469657640657,0.057086839105553,0.115830933039678,0.0655179216369639,0.0565936588005016,0.0136327503540121
"102",30.25,0.11482956162984,0.0652452702760167,0.0559965226077321,0.0134698608571848,0.0590391109424271,0.0569647304192546,0.11482956085154,0.0652452709272593,0.0559965078526559,0.0134698609861461
"103",30.5,0.113798483205565,0.0649515469812725,0.0553885087991293,0.0133033961669393,0.0587106539124527,0.0568273959055219,0.113798482462071,0.0649515476266096,0.0553884941092888,0.0133033962862745
"104",30.75,0.112739265067828,0.0646372830451662,0.0547703606976717,0.0131336003556575,0.0583623768490913,0.0566749930403834,0.112739264358146,0.0646372836847267,0.0547703460721181,0.013133600464931
"105",31,0.111653411998656,0.0643029952097294,0.0541427768222285,0.0129607088198065,0.0579950336662733,0.0565076806227509,0.111653411321758,0.0643029958436374,0.054142762260045,0.0129607089185697
"106",31.25,0.110542369946366,0.063949184442003,0.0535064272503263,0.0127849465594347,0.0576093503779394,0.0563256157131278,0.110542369301204,0.0639491850703777,0.0535064127506253,0.0127849466472281
"107",31.5,0.109407529190582,0.0635763351860801,0.0528619555314478,0.0126065263015529,0.0572060238757697,0.0561289501743936,0.109407528576078,0.0635763358090342,0.0528619410933673,0.0126065263779145
"108",31.75,0.108250226038596,0.0631849172678258,0.0522099791493731,0.0124256513105645,0.0567857255206281,0.0559178341403932,0.108250225453649,0.0631849178854713,0.0522099647720733,0.0124256513750334
"109",32,0.107071744883617,0.0627753868459582,0.0515510904192911,0.0122425165426132,0.0563491029604961,0.055692417085055,0.107071744327105,0.0627753874584025,0.0515510761019553,0.0122425165947266
"110",32.25,0.105873315314662,0.0623481852172683,0.0508858523450528,0.0120573060462479,0.0558967993514266,0.0554528434051544,0.105873314785448,0.0623481858246171,0.0508858380869075,0.0120573060855564
"111",32.5,0.10465609945747,0.0619037343951945,0.0502147844666814,0.0118701847078087,0.0554295073903415,0.0551992397182595,0.104656098954425,0.0619037349975571,0.0502147702670657,0.0118701847339029
"112",32.75,0.103421209940665,0.0614424428593328,0.049538380311057,0.0116813079017803,0.054947912516095,0.0549317285195752,0.103421209462678,0.0614424434568219,0.0495383661694411,0.0116813079143006
"113",33,0.102169716904823,0.0609647076826221,0.0488571136031477,0.0114908247883445,0.0544526752501238,0.0546504325247827,0.1021697164508,0.0609647082753533,0.0488570995191262,0.0114908247869741
"114",33.25,0.100902649458714,0.0604709150907619,0.0481714388029562,0.0112988788705106,0.0539444332078745,0.0543554750093183,0.100902649027573,0.0604709156788568,0.048171424776243,0.0112988788549808
"115",33.5,0.0996209965178707,0.0599614413293432,0.0474817910502132,0.0111056091083386,0.0534238050024314,0.0540469809916519,0.0996209961085537,0.0599614419129253,0.0474817770806419,0.0111056090784167
"116",33.75,0.0983257092725331,0.0594366524888486,0.0467885878292105,0.0109111492156306,0.0528913879566719,0.0537250757672716,0.0983257088839915,0.0594366530680421,0.0467885739167277,0.0109111491711191
"117",34,0.0970177030749735,0.0588969046776935,0.0460922300751454,0.0107156275832945,0.0523477576079348,0.0533898843862808,0.0970177027061796,0.0588969052526283,0.0460922162198072,0.010715627524033
"118",34.25,0.0956978593556101,0.0583425443088474,0.0453931033476409,0.010519167416347,0.0517934668240709,0.0530415314660342,0.0956978590055542,0.0583425448796531,0.0453930895496062,0.0105191673422063
"119",34.5,0.09436702627284,0.0577739082854452,0.0446915777355388,0.0103218867066217,0.051229049212667,0.0526801407819502,0.0943670259405245,0.0577739088522549,0.0446915639950651,0.0103218866175077
"120",34.75,0.0930260200505284,0.057191324451817,0.0439880085038746,0.0101238986850798,0.0506550197953874,0.0523058355821675,0.0930260197349719,0.0571913250147631,0.0439879948213124,0.0101238985809289
"121",35,0.0916756263605585,0.0565951119345005,0.0432827368194526,0.00992531209285552,0.0500718752760676,0.0519187386533257,0.0916756260607929,0.0565951124937234,0.0432827231952433,0.00992531197363267
"122",35.25,0.090316601520378,0.0559855814694679,0.042576090316274,0.00972623143958184,0.0494800947436271,0.0515189723842404,0.0903166012354548,0.0559855820251052,0.0425760767509447,0.00972623130528305
"123",35.5,0.0889496736038815,0.0553630356840733,0.0418683836008946,0.00952675719398588,0.0488801404648029,0.0511066587460274,0.0889496733328619,0.0553630362362654,0.0418683700950551,0.00952675704463513
"124",35.75,0.0875755435548822,0.0547277692629997,0.0411599187881899,0.0093269857805538,0.0482724584651102,0.0506819190016241,0.0875755432968424,0.0547277698118895,0.0411599053425276,0.00932698561620082
"125",36,0.0861948862314161,0.0540800692377008,0.0404509859916109,0.00912700980254755,0.0476574791506419,0.050244873762832,0.0861948859854476,0.0540800697834287,0.0404509726068878,0.00912700962326607
"126",36.25,0.0848083514103628,0.0534202152273853,0.0397418637981466,0.00892691819352498,0.047035617891936,0.0497956429548747,0.0848083511755719,0.0534202157700987,0.0397418504751985,0.00892691799941492
"127",36.5,0.0834165647463561,0.0527484796737125,0.0390328197193051,0.00872679636159868,0.046407275586029,0.0493343457838691,0.0834165645218565,0.052748480213558,0.0390328064590344,0.00872679615278216
"128",36.75,0.0820201286917381,0.052065128062794,0.0383241106259726,0.00852672632660667,0.0457728391928924,0.048861100705043,0.0820201284766622,0.0520651285999181,0.0383240974293479,0.00852672610322802
"129",37,0.0806196233761423,0.0513704191421551,0.037615983161019,0.00832678685229604,0.0451326822518539,0.04837602539566,0.0806196231696372,0.0513704196767071,0.0376159700290706,0.00832678661452224
"130",37.25,0.0792156074029187,0.0506646077136894,0.0369086740985933,0.00812705342242115,0.04448716536535,0.047879237507809,0.0792156072041328,0.0506646082458175,0.0369086610324119,0.00812705317043871
"131",37.5,0.0778086121178063,0.0499479704253414,0.036202405341049,0.00792759687408795,0.0438366354293738,0.0473708623460656,0.0778086119259145,0.0499479709551904,0.0362023923417811,0.00792759660810827
"132",37.75,0.0763990099121301,0.0492207939634941,0.0354972752496221,0.00772848421188987,0.0431814008914486,0.0468510292367323,0.076399009726325,0.0492207944912,0.0354972623184553,0.00772848393215053
"133",38,0.0749870301033262,0.0484833574548764,0.034793271451929,0.00752977975071367,0.0425217350665097,0.0463198661561002,0.0749870299228377,0.0484833579805688,0.0347932585900801,0.0075297794574789
"134",38.25,0.0735728891290872,0.0477359324484929,0.0340903777517769,0.00733154523354473,0.0418579011795561,0.0457774996545179,0.0735728889531835,0.0477359329722908,0.034090364960488,0.00733154492710053
"135",38.5,0.0721567960862597,0.0469787831582495,0.0333885784467065,0.00713383992953487,0.0411901536899784,0.0452240548628975,0.0721567959142373,0.0469787836802711,0.0333885657272441,0.00713383961019254
"136",38.75,0.0707389529898332,0.0462121666945512,0.0326878583089969,0.00693672072746221,0.0405187386013601,0.0446596554985952,0.0707389528210287,0.0462121672149012,0.0326878456626525,0.00693672039555526
"137",39,0.0693195550223109,0.0454363332872987,0.0319882025689155,0.00674024222529868,0.039843893758059,0.0440844238723219,0.0693195548560892,0.0454363338060801,0.0319881899970023,0.00674024188117972
"138",39.25,0.0678987907728885,0.0446515265024248,0.0312895968977061,0.00654445681662796,0.0391658491307645,0.0434984808966234,0.0678987906086483,0.0446515270197301,0.0312895844015575,0.00654445646067181
"139",39.5,0.0664768424677931,0.0438579834500867,0.0305920273923266,0.00634941477338913,0.0384848270902491,0.0429019460949078,0.0664768423049598,0.0438579839660056,0.0305920149732959,0.00634941440599146
"140",39.75,0.0650538861893857,0.0430559349829274,0.0298954805577689,0.0061551643246105,0.037801042671374,0.0422949376094177,0.0650538860274184,0.0430559354975415,0.0298954682172283,0.00615516394618165
"141",40,0.0636300920917403,0.0422456058908454,0.0291999432964176,0.00596175173297864,0.0371147038252033,0.0416775722122331,0.0636300919301229,0.0422456064042303,0.0291999310357571,0.00596175134394894
"142",40.25,0.0622056246004838,0.0414272150850339,0.0285054028887957,0.00576922136729463,0.0364260116634139,0.0410499653141674,0.0622056244387279,0.0414272155972615,0.0285053907094213,0.00576922096811305
"143",40.5,0.0607806426121549,0.0406009757777657,0.0278118469836581,0.00557761577266236,0.0357351606915461,0.0404122309758392,0.0607806424497976,0.0406009762889035,0.0278118348869922,0.00557761536379253
"144",40.75,0.0593552996824585,0.0397670956569538,0.0271192635845545,0.00538697573821789,0.0350423390339358,0.0397644819197431,0.0593552995190656,0.0397670961670595,0.0271192515720329,0.00538697532013899
"145",41,0.0579297442060422,0.038925777049867,0.0264276410350517,0.00519734036085406,0.0343477286507472,0.0391068295396462,0.0579297440412025,0.0389257775589966,0.0264276291081247,0.00519733993406124
"146",41.25,0.0565041195935372,0.0380772170853145,0.0257369680097344,0.00500874710761279,0.0336515055453948,0.0384393839130848,0.0565041194268643,0.0380772175935187,0.0257369561698635,0.00500874667261364
"147",41.5,0.0550785644381655,0.0372216078501468,0.0250472335008931,0.00482123187562289,0.0329538399652876,0.0377622538141864,0.0550785642692952,0.0372216083574708,0.0250472217495536,0.004821231432941
"148",41.75,0.0536532126775224,0.0363591365381861,0.0243584268071699,0.00463482904909052,0.0322548965949689,0.0370755467252266,0.0536532125061111,0.0363591370446734,0.0243584151458469,0.00463482859926145
"149",42,0.0522281937504321,0.0354899855913979,0.0236705375248714,0.00444957155331505,0.0315548347407759,0.0363793688468359,0.0522281935761626,0.0354899860970841,0.0236705259550605,0.00444957109688549
"150",42.25,0.0508036327454207,0.0346143328454316,0.022983555535343,0.00426549090924055,0.0308538085106225,0.0356738251143742,0.0508036325679946,0.0346143333503486,0.0229835440585497,0.00426549044677049
"151",42.5,0.0493796505460615,0.0337323516598369,0.0222974709967172,0.00408261728295489,0.03015196698537,0.0349590192076903,0.0493796503652009,0.0337323521640132,0.0222974596144558,0.00408261681501543
"152",42.75,0.0479563639701315,0.0328442110507039,0.0216122743341387,0.00390097953522783,0.0294494543850199,0.0342350535655385,0.0479563637855778,0.0328442115541634,0.0216122630479303,0.00390097906240072
